threshold,accuracy,balanced_accuracy,precision,recall,f1
0.82,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.825,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.83,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.835,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.84,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.845,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.85,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.855,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.86,0.9777777777777777,0.9151851851851852,0.974025974025974,0.8333333333333334,0.8982035928143712
0.865,0.9777777777777777,0.9151851851851852,0.974025974025974,0.8333333333333334,0.8982035928143712
0.87,0.9790849673202614,0.9159259259259259,0.9868421052631579,0.8333333333333334,0.9036144578313253
0.875,0.9790849673202614,0.9159259259259259,0.9868421052631579,0.8333333333333334,0.9036144578313253
0.88,0.9777777777777777,0.9103703703703703,0.9866666666666667,0.8222222222222222,0.896969696969697
0.885,0.9777777777777777,0.9103703703703703,0.9866666666666667,0.8222222222222222,0.896969696969697
0.89,0.9777777777777777,0.9103703703703703,0.9866666666666667,0.8222222222222222,0.896969696969697
0.895,0.9777777777777777,0.9103703703703703,0.9866666666666667,0.8222222222222222,0.896969696969697
0.9,0.9777777777777777,0.9103703703703703,0.9866666666666667,0.8222222222222222,0.896969696969697
